id,title,organization,description,eligibility,funding_amount,deadline,category,location,source,source_url,opportunity_number,opportunity_type,posted_date,document_urls,scraped_at,created_at
1fbd0853-c345-473a-8f62-65aa58680152,Special Education Excess Cost Reviewer,Education,"Sourcing event 007000000087236 for obtaining bids for Special Education Excess Cost Reviewer Questions can be emailed to Ian Skinnari, Vendor Procurement Lead, DOEProcurement@doe.in.gov Indiana Department of Education 100 N Senate Ave., 9th FL Indianapolis, Indiana 46204 Completed bids must be emailed to Indiana Department of Education at DOEProcurement@doe.in.gov Indiana Department of Education Attn: Special Education Excess Cost Reviewer A completed bid package MUST be submitted by the due April 30, 2026 @ 3:00 PM ET. The bid package is available for download through the Bid Documents link in the Event Name column. This bid is not eligible for electronic bid through Supplier Portal. — Contact: Anna Marie Ferguson - 00700","Purpose/Background 
The Indiana Department of Education (IDOE) seeks a vendor to serve as the second reviewer for 
Special Education Excess Cost (SEEC) applications. I n a calendar year IDOE receives on average 
200-3 00 ap
plications from Local Educational Agencies (LEA) requesting support i n paying for
specialized placements and services for students wit h a disability. E ach applicati on goes
through a
 two-p arty review before approval can be sent t o LEAs. LEAs cannot submit invoices
for reimbursement until the approval process is complete,  and a contract has been executed.
By 
utilizing a third party to act as the
second revie
wer (using an IDOE-a pproved rubric),  the time between application submission
and approval can be  shortened, allowing LEAs to request r eimbursement of
funds sooner.
Contractor Responsibilities/Deliverables
•The IDOE contact w ill provide the Contractor with all training needed related to SEEC
funding a
nd the requirements and knowledge needed to review",See solicitation documents for estimated value,2026-04-30 15:00:00,Education,Indiana,Indiana IDOA Procurement,https://www.in.gov/idoa/proc/solicitations/files/007000000087236.zip,007000000087236,rfp,,https://www.in.gov/idoa/proc/solicitations/files/007000000087236.zip https://www.in.gov/idoa/proc/solicitations/files/007000000087236.zip#007000000087236.pdf,2026-04-26 08:47:59.896512,2026-04-26 08:47:59.896512
201b63dd-fd62-42ce-ab63-40ea6506cecf,Community-Based Diversion Programs,Office of Mental Health,"It is the mission of New York State Office of Mental Health to promote the mental health of all New Yorkers, with a particular focus on providing hope and recovery for individuals with serious mental illness. This mission translates to our Division of Forensic Services, which provides mental health services for justice-involved adults. Within OMH¿s Division of Forensic Services, the Diversion Center plays a key role in supporting New York State jurisdictions in the development, implementation, evaluation, and replication of initiatives to reduce the arrest and incarceration of persons meeting specific criteria for a serious mental illness (SMI) as well as behavioral health issues presenting in complex and chronic ways which impact overall functioning. Since 2018, the Diversion Center has provided funding to support diversion services for adults, aimed at improving outcomes for individuals involved in both the criminal justice system and mental health service system. Services focus on diverting individuals from incarceration and/or reducing the risk of recidivism. The Diversion Center views diversion programming through the lens of the Sequential Intercept Model (SIM) to best understand opportunities to divert individuals from the criminal justice system. The Sequential Intercept Model (SIM) views the criminal justice system as a series of six intercepts: community services, law enforcement, initial detention/initial court hearings, jails/courts, reentry, and community corrections. This is a linear process that represents a typical progression an individual might experience through the criminal justice system. Please refer to the Substance Abuse and Mental Health Services Administration (SAMHSA) website for more information on the SIM. NYS OMH is announcing this Request for Proposals (RFP) for the development or enhancement of diversion programs, rooted in evidence-based programming or emerging promising practice, at any intercept point on the SIM, that is designed t",Not-For-Profit,"$2,400,000.000",2026-05-13 14:00:00,Healthcare,New York,NY Grants Gateway,https://omh.ny.gov/omhweb/rfp/,MH253022,grant,2026-03-10 08:00:00,https://omh.ny.gov/omhweb/rfp/,2026-04-26 09:36:14.848233,2026-04-26 09:35:57.36429
2157601b-e523-4673-9473-117d7d71b80e,Abandoned Housing Initiative Technology to Enrich Community Housing Grant,Commonwealth of Massachusetts,Provide assistance to communities that suffer from the negative health and economic impacts of severely blighted residential properties.,,,,Healthcare,Massachusetts,Massachusetts Community Grant Finder,https://www.mass.gov/service-details/abandoned-housing-initiative-technology-to-enrich-community-housing-grant,abandoned-housing-initiative-technology-to-enrich-community-housing-grant,grant,,,2026-04-26 08:54:29.329093,2026-04-26 08:54:29.329093
23070792-a04a-4b6a-8bb8-ec92e64dd4b0,Independence Mental Health Institute Infirmary Roofing Replacement,"Iowa - Administrative Services, Dept",Contact: Construction Procurement,,,2026-05-13 00:00:00,Healthcare,Iowa,Iowa Bid Opportunities,https://bidopportunities.iowa.gov/Home/BidInfo?bidId=9c82331b-3d21-4e7a-a47d-b6f3127e7902,RFP951900-01,bid,2026-04-17 00:00:00,,2026-04-26 08:49:50.095564,2026-04-26 08:49:50.095564
23091bdb-81fd-4e0e-8e30-c8c2a0ba9a9a,Office of Higher Education-Grants,Higher Education - Office,The Office of Higher Education's webpage on Competitive Grant Programs contains information about fundable programs and links to current program applications,,,,Education,Minnesota,Minnesota Grants,http://www.ohe.state.mn.us/mPg.cfm?pageID=892&1534-D83A_1933715A=23f2d5678c16c8a9,tcm:1093-289600,grant,2025-05-08 20:49:13.81371,,2026-04-26 09:08:20.20663,2026-04-26 09:08:20.20663
2335f914-03e5-4bf9-b488-f83185bb64d3,Nashua Rd Field Well Installation (RFQ),State of New Hampshire,"Seeking quotes from qualified individuals or companies, acting singularly or in consortium, for a six (6) inch well installation at Nashua rd field.",,,,General,New Hampshire,New Hampshire Procurement,https://www.newhampshirebids.com/bid_opportunities/2026/04/26/14785449-nashua-rd-field-well-installation-rfq.html,,rfq,2026-04-24 00:00:00,,2026-04-26 09:22:35.664468,2026-04-26 09:22:35.664468
24450a06-6c44-4d9a-b4d2-b40ba2c19cc8,Concrete for JacksonWashington SF 156808,Natural Resources,"Responses to 003000000087285 can be emailed to asimonton@dnr.in.gov OR faxed to (317) 972-3275 OR mailed to: Amber Simonton IN Dept of Natural Resources 402 W. Washington St. W265 Indianapolis, IN 46204. This bid is NOT eligible for electronic submission through the supplier portal. A completed bid package MUST be submitted by the due date/time. The bid package is available for download through the Bid Documents link in the Event Name column. ***All questions need to be emailed to asimonton@dnr.in.gov by 4/21/26 11:00 am To allow for sufficient processing time in compliance with Indiana State Law, all quoted prices offered to the State under this Solicitation Event must be valid for thirty (30) calendar days after the Response Due Date (aka Finish Time) listed above. Please send bid and any questions or concerns to asimonton@dnr.in.gov Concrete to finish shelter renovation — Contact: Simonton,Amber-300","YOUR RESPONSE MUST BE RECEIVED BY:  April 28, 2026      11:00 AM_____",See solicitation documents for estimated value,2026-04-28 11:00:00,General,Indiana,Indiana IDOA Procurement,https://www.in.gov/idoa/proc/solicitations/files/003000000087285.zip,003000000087285,rfp,,https://www.in.gov/idoa/proc/solicitations/files/003000000087285.zip https://www.in.gov/idoa/proc/solicitations/files/003000000087285.zip#003000000087285.pdf,2026-04-26 08:46:04.294737,2026-04-26 08:46:04.294737
24edffe9-2223-4479-8971-fafad265f54b,Historic Preservation Fund - Acquisition & Development Grant,300 - DNR - Historic Preservation,"The Division of Historic Preservation and Archaeology (DHPA), part of the Indiana Department of Natural Resources (DNR), is the state agency responsible for the administration of the National Historic Preservation Act of 1966. This Act authorizes the Secretary of the Interior, through the National Park Service, to provide federal money from the Historic Preservation Fund (HPF) to the states on an annual basis. The HPF program fosters historic preservation and archaeology activity in Indiana by providing assistance to projects that will aid the state in meeting its goals for cultural resource management.
This application is for
Acquisition & Development
projects, which covers
preservation, rehabilitation, or restoration activities for historic resources
currently listed in the National Register of Historic Places. The resulting work must be conducted in accordance with the Secretary of the Interior's Standards for the Treatment of Historic Properties. Priority is given to projects that will result in the structural stabilization of threatened or endangered historic resources.

Financial: Funds distributed through the HPF program are awarded in the form of matching grants, and grant recipients must cover a certain percentage of the total project costs. Acquisition & Development projects are eligible for grant funding in the amount of
50%
of the total project costs, and the grant recipient must cover the remaining 50% of project costs (50/50 funding ratio).
However, an applicant municipality that has been designated by the National Park Service as a “Certified Local Government” (CLG) is eligible for grant funding in the amount of
60%
of the total project cost and must only cover 40% of total project costs (60/40 funding ratio).
The grant applicant must document that it has all of the required matching funds available in its own accounts at the time of application
. Supporting documentation should be uploaded in the Euna Grants application form.","Eligible Applicants: Local Government, Academic Institutions, Native American Tribe, Non Profits, Schools/School Districts

Eligible Applicants
include (a) private, non-profit organizations with tax exempt status (such as local historical societies or preservation organizations), (b) educational institutions (such as public and private schools, colleges, and universities), and (c) local governmental units (including city and county agencies and commissions funded by a consortium of local governments).
Certified Local Governments (CLGs) and Third Party Administrators:
CLGs can be the sole project sponsor, or they can partner with another eligible local organization that they designate to be their “third party administrator” to execute the project.  In this case, the third party entity will receive the grant award and carry out the project on behalf of the CLG. Applicants considering this arrangement should contact the DHPA Grants Staff to discuss the situation BEFORE applying.","$10,000.00",2026-06-05 00:00:00,General,Indiana,Indiana SBA Grants,https://gn.ecivis.com/GO/gn_redir/T/v9oj1wjrvdz7/IFRAME/true,v9oj1wjrvdz7,grant,2026-03-12 00:00:00,,2026-04-26 08:45:16.590593,2026-04-26 08:45:16.590593
251256c3-632b-4748-817b-f030347b779f,Major Procurement INFORMATION TECHNOLOGY (IT) General RFP 3850: to enhance the existing vendor pool to be ...,Mississippi - Statewide,RFx #: 3120002960. Status: Open.,,,2026-09-30 00:00:00,Technology,Mississippi,Mississippi DFA Bids,https://www.ms.gov/dfa/contract_bid_search/Bid/Details/38017?AppId=1,1601-25-R-RFPR-00005,bid,2024-08-20 00:00:00,https://SRM.MAGIC.MS.GOV:443/SAP/EBP/DOCSERVER/RFP%20URL.PDF?PHIOGET&KPID=174D924F2D821EEF96E6BAEC6A9E0FCD&KPCLASS=BBP_P_DOC&SAP-CLIENT=100,2026-04-26 09:09:48.89761,2026-04-26 09:09:48.89761
2572ff75-2bbc-4045-af27-b73ca8d36d4a,Broadband Ready Communities (BBRC) Program,PA Department of Community & Economic Development,"The Broadband Ready Communities (BBRC) Program seeks to increase opportunities for investment in broadband infrastructure deployment within municipalities throughout the Commonwealth of Pennsylvania. This program will work to reduce procedural, policy, and permitting barriers to broadband deployment at the municipal level and to encourage broadband infrastructure investment within participating communities.

A participating municipality can register for the program on a rolling basis.","Eligible entities include:

PA County PA Municipality/Township",This program does not provide funding.,,Infrastructure,Pennsylvania,Pennsylvania DCED Programs,https://dced.pa.gov/programs/broadband-ready-communities-bbrc-program/,broadband-ready-communities-bbrc-program,grant,2025-05-01 00:00:00,https://dced.pa.gov/download/broadband-ready-communities-program-guidelines/?wpdmdl=123592 https://www.broadband.pa.gov/wp-content/uploads/2024/11/BroadbandReadyCommunities_FAQ2024v2.pdf https://broadband.pa.gov/wp-content/uploads/2025/04/Broadband-Ready-Communities-FactSheet_2025.pdf,2026-04-26 09:48:12.393737,2026-04-26 09:48:12.393737
25ad32f8-0f78-4f02-ad18-b729c44fedf8,Major Procurement INFORMATION TECHNOLOGY (IT) Sole Source No. 4756; for the sole source certification of a...,Mississippi - Statewide,RFx #: 3150006822. Status: Open.,,,2026-05-06 00:00:00,Technology,Mississippi,Mississippi DFA Bids,https://www.ms.gov/dfa/contract_bid_search/Bid/Details/45092?AppId=1,1601-26-R-RFIN-00049,bid,2026-04-21 00:00:00,https://SRM.MAGIC.MS.GOV:443/SAP/EBP/DOCSERVER/SOLE%20SOURCE%20URL.PDF?PHIOGET&KPID=BD4C2DA7C1951EDFA0B5898ABA20D817&KPCLASS=BBP_P_DOC&SAP-CLIENT=100,2026-04-26 09:09:29.033706,2026-04-26 09:09:29.033706
2629cb9f-9a83-4ffb-aadc-25e8f5c67933,Department of Public Safety - Justice and Community Grants Program,Public Safety Department,"The Justice and Community Grants unit of OJP serves as a catalyst for statewide approaches to reducing and preventing crime, violence and drug abuse through identifying causes, recommending policies and coordinating statewide and community strategies. We assist state and local governments, public and nonprofit agencies, community organizations and the legislature. We promote healthy communities by bringing together diverse groups, facilitating the exchange of ideas and by providing funds to test promising initiatives.",,,,Healthcare,Minnesota,Minnesota Grants,https://dps.mn.gov/divisions/ojp/grants/Pages/justice-community-grants.aspx,tcm:1093-289645,grant,2025-05-08 20:48:48.6415,,2026-04-26 09:08:34.039632,2026-04-26 09:08:34.039632
262da265-2021-4900-950a-d2730e443af8,Healthy Soils Program Block Grant,CA Department of Food and Agriculture,"The California Department of Food and Agriculture (CDFA) Office of Agricultural Resilience and Sustainability (OARS) is pleased to announce funding availability for the Healthy Soils Program (HSP) - Block Grants. These grants of $2 - $4 M will fund organizations to provide technical assistance to producers, select on-farm projects for financial support, and to manage those projects over an implementation period of up to three years. Lead Applicants will propose a project that addresses the resource needs of their service area while aligning with the purpose of the funding. OARS will award grants through a competitive two-phase application process. These application guidelines provide an overview of the HSP application process and requirements.","Nonprofit; Other Legal Entity; Public Agency; Tribal Government; Block Grant Applicants are eligible if they are one of the following types of organizations: Public agencies, Local Agencies, 501(c)(3) Nonprofit organizations, Special Districts, Joint Powers Authority, and California Native American Tribes.","$65,000,000",2026-05-15 17:00:00,"Agriculture; Disadvantaged Communities; Environment & Water; Food & Nutrition; Science, Technology, and Research & Development",California - Statewide eligibility,California Grants Portal,https://www.cdfa.ca.gov/oars/healthysoils/,164064,grant,2026-04-06 07:00:00,https://www.cdfa.ca.gov/exec/public_affairs/pdf/CDFA_Strategic_Plan_2025-2030.pdf https://www.cdfa.ca.gov/oars/healthysoils/docs/how_to_participate_in_hsp.pdf https://www.cdfa.ca.gov/oefi/technical/docs/2023_hsp_taps.pdf https://www.cdfa.ca.gov/oefi/healthysoils/docs/HSP_Block_Grant_2023AwardedProjects.pdf https://www.cdfa.ca.gov/oars/healthysoils/docs/hsp_one_pager.pdf https://www.cdfa.ca.gov/pdfs/CDFA_Accessibility_Certification.pdf,2026-04-26 08:23:16.028501,2026-04-26 08:23:16.028501
